image_ids,splits
81099,train2014
192048,train2014
459835,train2014
414027,train2014
414022,train2014
96765,train2014
191098,train2014
57157,train2014
447151,train2014
11719,train2014
320616,train2014
43645,train2014
578213,train2014
483751,train2014
97411,train2014
387421,train2014
197551,train2014
153167,train2014
445325,train2014
445327,train2014
17004,train2014
211185,train2014
540858,train2014
572478,train2014
573374,train2014
289341,train2014
289342,train2014
289344,train2014
477135,train2014
477136,train2014
477137,train2014
300024,train2014
63492,train2014
300021,train2014
251128,train2014
300028,train2014
538809,train2014
467909,train2014
538805,train2014
332013,train2014
332015,train2014
469934,train2014
310021,train2014
20515,train2014
20517,train2014
509933,train2014
199150,train2014
260040,train2014
206363,train2014
496429,train2014
555715,train2014
195343,train2014
195345,train2014
198119,train2014
278230,train2014
269199,train2014
198112,train2014
99671,train2014
290072,train2014
301644,train2014
448077,train2014
301648,train2014
301649,train2014
57849,train2014
471473,train2014
263639,train2014
397986,train2014
471470,train2014
95124,train2014
63238,train2014
95123,train2014
147333,train2014
58397,train2014
11349,train2014
158899,train2014
565444,train2014
565446,train2014
565447,train2014
8809,train2014
223870,train2014
223871,train2014
179405,train2014
30841,train2014
289833,train2014
109363,train2014
179408,train2014
34343,train2014
529322,train2014
444583,train2014
106499,train2014
324915,train2014
106635,train2014
368448,train2014
288127,train2014
30462,train2014
555711,train2014
136721,train2014
149422,train2014
149423,train2014
433366,train2014
149429,train2014
330524,train2014
374049,train2014
273324,train2014
58161,train2014
268150,train2014
111262,train2014
263094,train2014
220053,train2014
263098,train2014
92696,train2014
92694,train2014
107351,train2014
92691,train2014
107353,train2014
412406,train2014
24518,train2014
335090,train2014
335092,train2014
335093,train2014
4508,train2014
23158,train2014
95854,train2014
446565,train2014
1507,train2014
650,train2014
1505,train2014
136093,train2014
136092,train2014
505903,train2014
659,train2014
341996,train2014
569505,train2014
344319,train2014
228965,train2014
507212,train2014
507215,train2014
299802,train2014
443056,train2014
443057,train2014
369712,train2014
148292,train2014
28171,train2014
549447,train2014
197236,train2014
197237,train2014
151287,train2014
151282,train2014
79471,train2014
91926,train2014
91928,train2014
549442,train2014
382887,train2014
382881,train2014
225828,train2014
56499,train2014
221565,train2014
490168,train2014
18041,train2014
475881,train2014
205590,train2014
472357,train2014
477958,train2014
280310,train2014
442612,train2014
24264,train2014
130440,train2014
528165,train2014
51717,train2014
51716,train2014
181322,train2014
32699,train2014
101211,train2014
360665,train2014
101215,train2014
156151,train2014
61400,train2014
61403,train2014
497572,train2014
343849,train2014
343847,train2014
308034,train2014
497579,train2014
332833,train2014
513174,train2014
332836,train2014
372058,train2014
537944,train2014
509114,train2014
509115,train2014
536095,train2014
509110,train2014
395241,train2014
104191,train2014
130192,train2014
285149,train2014
198930,train2014
254292,train2014
78986,train2014
253222,train2014
140761,train2014
140762,train2014
376919,train2014
75963,train2014
448343,train2014
75965,train2014
27352,train2014
221578,train2014
85272,train2014
429980,train2014
550237,train2014
550235,train2014
520220,train2014
345194,train2014
409066,train2014
409064,train2014
444872,train2014
333126,train2014
139372,train2014
563264,train2014
389264,train2014
295838,train2014
295836,train2014
166713,train2014
295834,train2014
166716,train2014
472827,train2014
472823,train2014
39789,train2014
270922,train2014
531474,train2014
101968,train2014
391351,train2014
376377,train2014
101960,train2014
297544,train2014
270925,train2014
105247,train2014
231889,train2014
33124,train2014
231881,train2014
33126,train2014
33127,train2014
26007,train2014
577351,train2014
134639,train2014
462955,train2014
202583,train2014
133369,train2014
182005,train2014
220615,train2014
373821,train2014
139958,train2014
25325,train2014
455334,train2014
488857,train2014
313459,train2014
3579,train2014
346425,train2014
354391,train2014
299394,train2014
153202,train2014
199326,train2014
419019,train2014
203188,train2014
209125,train2014
70602,train2014
419013,train2014
29794,train2014
419017,train2014
419015,train2014
138027,train2014
432119,train2014
216038,train2014
275565,train2014
480502,train2014
299024,train2014
299026,train2014
219778,train2014
58601,train2014
471731,train2014
377473,train2014
299029,train2014
208459,train2014
172925,train2014
38668,train2014
400818,train2014
76608,train2014
474373,train2014
38663,train2014
495733,train2014
102734,train2014
534637,train2014
262407,train2014
534633,train2014
102739,train2014
470462,train2014
89631,train2014
238639,train2014
31788,train2014
146725,train2014
528151,train2014
238630,train2014
233623,train2014
233627,train2014
130286,train2014
233625,train2014
517485,train2014
517487,train2014
229172,train2014
225458,train2014
270912,train2014
225455,train2014
731,train2014
347773,train2014
735,train2014
40723,train2014
439262,train2014
441650,train2014
375054,train2014
370029,train2014
89187,train2014
496283,train2014
439268,train2014
226814,train2014
563444,train2014
226811,train2014
132102,train2014
137256,train2014
132104,train2014
272510,train2014
205918,train2014
492339,train2014
144897,train2014
355119,train2014
296112,train2014
326313,train2014
326311,train2014
520767,train2014
253658,train2014
325950,train2014
457888,train2014
325955,train2014
325956,train2014
520769,train2014
170785,train2014
47189,train2014
170780,train2014
503963,train2014
84638,train2014
284805,train2014
109602,train2014
15262,train2014
87554,train2014
87555,train2014
109608,train2014
173324,train2014
523225,train2014
15269,train2014
424408,train2014
303484,train2014
39201,train2014
334362,train2014
527937,train2014
203103,train2014
177832,train2014
407899,train2014
35951,train2014
31437,train2014
228226,train2014
228227,train2014
298810,train2014
171785,train2014
298817,train2014
16518,train2014
401381,train2014
398952,train2014
449573,train2014
16513,train2014
170432,train2014
406767,train2014
406766,train2014
131450,train2014
505645,train2014
373596,train2014
512258,train2014
127866,train2014
100603,train2014
527689,train2014
69432,train2014
100607,train2014
397286,train2014
424404,train2014
154739,train2014
82324,train2014
240841,train2014
469592,train2014
224414,train2014
493066,train2014
240847,train2014
494599,train2014
491510,train2014
478182,train2014
193166,train2014
348816,train2014
21003,train2014
249675,train2014
249676,train2014
78221,train2014
373043,train2014
373045,train2014
4706,train2014
4705,train2014
43407,train2014
4702,train2014
240594,train2014
287572,train2014
86205,train2014
400380,train2014
69383,train2014
172492,train2014
172490,train2014
501947,train2014
201115,train2014
201114,train2014
201116,train2014
553719,train2014
559411,train2014
502772,train2014
178112,train2014
480322,train2014
323448,train2014
277070,train2014
41802,train2014
310163,train2014
397423,train2014
202855,train2014
569667,train2014
484619,train2014
17644,train2014
524249,train2014
162462,train2014
172143,train2014
202856,train2014
13556,train2014
101552,train2014
51982,train2014
7894,train2014
235713,train2014
19899,train2014
499749,train2014
514619,train2014
293899,train2014
446937,train2014
503739,train2014
379520,train2014
120846,train2014
379522,train2014
372311,train2014
237718,train2014
20757,train2014
577979,train2014
240339,train2014
244659,train2014
248104,train2014
579781,train2014
254420,train2014
248108,train2014
316867,train2014
128667,train2014
128665,train2014
579785,train2014
80123,train2014
48571,train2014
134177,train2014
48573,train2014
211968,train2014
62292,train2014
12302,train2014
544026,train2014
211963,train2014
304833,train2014
454144,train2014
392615,train2014
243029,train2014
549898,train2014
407566,train2014
8553,train2014
510913,train2014
510910,train2014
415209,train2014
392618,train2014
139500,train2014
12805,train2014
54437,train2014
139039,train2014
173629,train2014
473159,train2014
419750,train2014
161463,train2014
419752,train2014
166349,train2014
419755,train2014
384146,train2014
419759,train2014
310833,train2014
65896,train2014
465892,train2014
284818,train2014
121718,train2014
296766,train2014
539665,train2014
388820,train2014
410580,train2014
296767,train2014
190013,train2014
364561,train2014
364566,train2014
54385,train2014
401802,train2014
363718,train2014
285323,train2014
97890,train2014
283448,train2014
284498,train2014
8772,train2014
111067,train2014
284494,train2014
284493,train2014
12902,train2014
248674,train2014
545370,train2014
95003,train2014
545375,train2014
119276,train2014
571989,train2014
395396,train2014
312090,train2014
242378,train2014
10230,train2014
411182,train2014
543790,train2014
319977,train2014
411189,train2014
242376,train2014
356362,train2014
545082,train2014
284148,train2014
252139,train2014
252136,train2014
245683,train2014
252134,train2014
540265,train2014
297990,train2014
580003,train2014
382924,train2014
178598,train2014
243970,train2014
414647,train2014
573726,train2014
242083,train2014
302869,train2014
364385,train2014
212227,train2014
538530,train2014
312540,train2014
212229,train2014
242089,train2014
290174,train2014
296946,train2014
296945,train2014
353461,train2014
164178,train2014
383918,train2014
267717,train2014
267715,train2014
464382,train2014
267719,train2014
417171,train2014
464386,train2014
66995,train2014
228234,train2014
282793,train2014
114250,train2014
190938,train2014
207475,train2014
254997,train2014
542682,train2014
542685,train2014
207479,train2014
469092,train2014
398544,train2014
259951,train2014
575601,train2014
110004,train2014
114786,train2014
110006,train2014
114784,train2014
110000,train2014
541131,train2014
393576,train2014
393575,train2014
282428,train2014
398941,train2014
114788,train2014
126870,train2014
496977,train2014
504187,train2014
549301,train2014
262299,train2014
223601,train2014
311011,train2014
220763,train2014
415991,train2014
544561,train2014
213570,train2014
82198,train2014
318736,train2014
245530,train2014
318733,train2014
213578,train2014
48893,train2014
497005,train2014
355108,train2014
304015,train2014
25060,train2014
377598,train2014
304011,train2014
580919,train2014
377592,train2014
468055,train2014
120431,train2014
377594,train2014
151959,train2014
340103,train2014
266043,train2014
340109,train2014
420626,train2014
409262,train2014
348370,train2014
82225,train2014
285570,train2014
82220,train2014
142601,train2014
382357,train2014
206704,train2014
206700,train2014
505583,train2014
389463,train2014
150192,train2014
194108,train2014
386632,train2014
16251,train2014
351734,train2014
210175,train2014
16255,train2014
198836,train2014
571618,train2014
578972,train2014
387329,train2014
277553,train2014
293466,train2014
97330,train2014
105008,train2014
259041,train2014
259044,train2014
341539,train2014
250192,train2014
64534,train2014
250195,train2014
116789,train2014
227231,train2014
107072,train2014
227236,train2014
579374,train2014
191685,train2014
107535,train2014
191686,train2014
386984,train2014
478475,train2014
83368,train2014
333247,train2014
65504,train2014
333245,train2014
305760,train2014
348593,train2014
446884,train2014
69426,train2014
65509,train2014
269541,train2014
446882,train2014
154727,train2014
532286,train2014
466523,train2014
466522,train2014
192796,train2014
192795,train2014
192793,train2014
153559,train2014
349425,train2014
107886,train2014
274012,train2014
192799,train2014
368702,train2014
351397,train2014
275760,train2014
443634,train2014
443635,train2014
408607,train2014
293283,train2014
190486,train2014
223442,train2014
24081,train2014
223447,train2014
22879,train2014
128020,train2014
570567,train2014
116126,train2014
570560,train2014
94150,train2014
346190,train2014
464603,train2014
98864,train2014
162102,train2014
99192,train2014
162104,train2014
107782,train2014
567091,train2014
2686,train2014
2687,train2014
470663,train2014
381988,train2014
528796,train2014
71828,train2014
108718,train2014
218965,train2014
381985,train2014
278064,train2014
278066,train2014
578020,train2014
68283,train2014
578023,train2014
536949,train2014
578026,train2014
157385,train2014
104844,train2014
190157,train2014
104842,train2014
303683,train2014
469873,train2014
332193,train2014
380588,train2014
264197,train2014
200442,train2014
469878,train2014
264193,train2014
148635,train2014
347570,train2014
562688,train2014
142771,train2014
433081,train2014
142779,train2014
78667,train2014
530622,train2014
521169,train2014
241457,train2014
79394,train2014
521165,train2014
339674,train2014
49240,train2014
186614,train2014
186615,train2014
339670,train2014
186611,train2014
504974,train2014
504976,train2014
340898,train2014
216794,train2014
439615,train2014
511577,train2014
375529,train2014
68826,train2014
157923,train2014
511571,train2014
147694,train2014
188505,train2014
136111,train2014
214528,train2014
109444,train2014
301851,train2014
156039,train2014
31230,train2014
471202,train2014
216241,train2014
495542,train2014
29104,train2014
366430,train2014
91681,train2014
72701,train2014
366435,train2014
554159,train2014
476960,train2014
109199,train2014
131696,train2014
308488,train2014
552028,train2014
552029,train2014
109190,train2014
343470,train2014
326011,train2014
26625,train2014
107097,train2014
442687,train2014
495832,train2014
335359,train2014
335357,train2014
338104,train2014
145926,train2014
335351,train2014
338102,train2014
181489,train2014
366389,train2014
350748,train2014
567318,train2014
366382,train2014
366383,train2014
459563,train2014
561653,train2014
430067,train2014
561658,train2014
430065,train2014
435011,train2014
273159,train2014
144345,train2014
180287,train2014
180285,train2014
209704,train2014
221156,train2014
92088,train2014
92089,train2014
100371,train2014
378183,train2014
145699,train2014
327328,train2014
43479,train2014
449775,train2014
151563,train2014
151564,train2014
66767,train2014
130872,train2014
187253,train2014
517851,train2014
74959,train2014
496018,train2014
483862,train2014
189361,train2014
61230,train2014
358756,train2014
429820,train2014
277677,train2014
429829,train2014
558863,train2014
457146,train2014
334758,train2014
77750,train2014
184504,train2014
141336,train2014
141330,train2014
141331,train2014
22014,train2014
327768,train2014
327766,train2014
558707,train2014
344127,train2014
93683,train2014
220799,train2014
40455,train2014
266908,train2014
262862,train2014
579995,train2014
391725,train2014
391726,train2014
4622,train2014
440389,train2014
271495,train2014
100958,train2014
315461,train2014
173430,train2014
404292,train2014
562305,train2014
491018,train2014
220205,train2014
128466,train2014
128463,train2014
246411,train2014
246417,train2014
521981,train2014
122605,train2014
136979,train2014
454783,train2014
207738,train2014
25549,train2014
85427,train2014
74223,train2014
450493,train2014
146645,train2014
200550,train2014
553863,train2014
205703,train2014
139237,train2014
204075,train2014
204074,train2014
481571,train2014
106878,train2014
138189,train2014
46162,train2014
41357,train2014
87378,train2014
41351,train2014
218302,train2014
248023,train2014
218307,train2014
248024,train2014
218305,train2014
248029,train2014
314738,train2014
321355,train2014
13547,train2014
208907,train2014
310158,train2014
418575,train2014
512068,train2014
390182,train2014
15876,train2014
559895,train2014
41838,train2014
15870,train2014
137984,train2014
310156,train2014
18934,train2014
516988,train2014
18930,train2014
338924,train2014
18938,train2014
516986,train2014
516985,train2014
342279,train2014
548273,train2014
237990,train2014
365140,train2014
232746,train2014
237996,train2014
7669,train2014
233296,train2014
407178,train2014
233292,train2014
525187,train2014
233290,train2014
438073,train2014
438075,train2014
37160,train2014
212023,train2014
212025,train2014
553130,train2014
483049,train2014
483048,train2014
483047,train2014
483046,train2014
483043,train2014
483041,train2014
435848,train2014
316466,train2014
84488,train2014
400993,train2014
89103,train2014
502911,train2014
437575,train2014
310702,train2014
137320,train2014
502916,train2014
178869,train2014
108451,train2014
516365,train2014
289255,train2014
465407,train2014
457924,train2014
457926,train2014
47680,train2014
526987,train2014
207677,train2014
47684,train2014
363848,train2014
18641,train2014
14475,train2014
284307,train2014
239849,train2014
569046,train2014
43226,train2014
343542,train2014
394600,train2014
239845,train2014
282220,train2014
393379,train2014
13844,train2014
393375,train2014
31578,train2014
577759,train2014
577758,train2014
513852,train2014
513850,train2014
322076,train2014
452259,train2014
513854,train2014
513855,train2014
201634,train2014
399920,train2014
201630,train2014
452251,train2014
573448,train2014
398037,train2014
38365,train2014
239591,train2014
85998,train2014
234743,train2014
234748,train2014
234749,train2014
318533,train2014
245337,train2014
245336,train2014
88956,train2014
225645,train2014
225641,train2014
378444,train2014
485300,train2014
11569,train2014
47022,train2014
47020,train2014
370278,train2014
460043,train2014
460045,train2014
89390,train2014
155652,train2014
214621,train2014
103564,train2014
318475,train2014
207142,train2014
131865,train2014
318282,train2014
339111,train2014
486793,train2014
260501,train2014
260500,train2014
304561,train2014
300279,train2014
576082,train2014
333978,train2014
359162,train2014
293605,train2014
576088,train2014
239338,train2014
239339,train2014
231104,train2014
231103,train2014
413903,train2014
200946,train2014
489140,train2014
485440,train2014
39017,train2014
39014,train2014
73916,train2014
35422,train2014
39010,train2014
340523,train2014
177666,train2014
127603,train2014
279522,train2014
486869,train2014
60005,train2014
510035,train2014
510034,train2014
510033,train2014
515040,train2014
19918,train2014
420236,train2014
581882,train2014
250,train2014
581881,train2014
379539,train2014
16725,train2014
88048,train2014
545944,train2014
512895,train2014
245806,train2014
97685,train2014
546361,train2014
97683,train2014
245802,train2014
119849,train2014
12034,train2014
64612,train2014
159376,train2014
100034,train2014
159370,train2014
318763,train2014
100037,train2014
81199,train2014
504893,train2014
494360,train2014
67049,train2014
235905,train2014
235904,train2014
491703,train2014
491701,train2014
491707,train2014
424816,train2014
149127,train2014
49542,train2014
431146,train2014
35482,train2014
247404,train2014
365999,train2014
229052,train2014
400175,train2014
554354,train2014
461878,train2014
324188,train2014
500660,train2014
500662,train2014
45468,train2014
310289,train2014
365996,train2014
353206,train2014
467038,train2014
462998,train2014
90488,train2014
69197,train2014
462997,train2014
518242,train2014
462993,train2014
387876,train2014
506621,train2014
168067,train2014
125466,train2014
168060,train2014
125464,train2014
301207,train2014
391444,train2014
160273,train2014
293912,train2014
458864,train2014
45792,train2014
459190,train2014
324450,train2014
324451,train2014
324456,train2014
575060,train2014
53752,train2014
53755,train2014
53756,train2014
10769,train2014
162691,train2014
162693,train2014
513075,train2014
215033,train2014
160181,train2014
418634,train2014
528802,train2014
163563,train2014
528807,train2014
529864,train2014
128612,train2014
164691,train2014
188443,train2014
364485,train2014
364487,train2014
427544,train2014
352553,train2014
13076,train2014
427547,train2014
462379,train2014
175536,train2014
175530,train2014
549910,train2014
367280,train2014
362677,train2014
367285,train2014
254658,train2014
255525,train2014
255524,train2014
54194,train2014
364738,train2014
54192,train2014
459736,train2014
94569,train2014
459731,train2014
20279,train2014
63486,train2014
156630,train2014
216003,train2014
47388,train2014
519685,train2014
201722,train2014
410425,train2014
460830,train2014
29747,train2014
351116,train2014
169006,train2014
169003,train2014
1155,train2014
351118,train2014
519533,train2014
512304,train2014
97913,train2014
179876,train2014
512308,train2014
384750,train2014
347972,train2014
417818,train2014
191947,train2014
290753,train2014
191945,train2014
290754,train2014
395214,train2014
395216,train2014
395211,train2014
238857,train2014
238858,train2014
559900,train2014
388615,train2014
394165,train2014
268876,train2014
296755,train2014
296754,train2014
301938,train2014
446266,train2014
296758,train2014
341891,train2014
365464,train2014
341894,train2014
365469,train2014
430261,train2014
430260,train2014
221311,train2014
174375,train2014
221313,train2014
119021,train2014
252850,train2014
119023,train2014
257674,train2014
545124,train2014
119027,train2014
257670,train2014
491287,train2014
463564,train2014
385612,train2014
399028,train2014
151364,train2014
290262,train2014
376796,train2014
127282,train2014
223228,train2014
245472,train2014
22652,train2014
22658,train2014
368736,train2014
267691,train2014
267699,train2014
267000,train2014
376790,train2014
381704,train2014
428310,train2014
503703,train2014
356665,train2014
126489,train2014
503706,train2014
392629,train2014
126486,train2014
126483,train2014
420124,train2014
423479,train2014
194322,train2014
505629,train2014
150100,train2014
127750,train2014
505625,train2014
505622,train2014
303964,train2014
539384,train2014
37863,train2014
209428,train2014
383705,train2014
383704,train2014
250543,train2014
542475,train2014
201409,train2014
114424,train2014
533182,train2014
55648,train2014
32248,train2014
104255,train2014
579947,train2014
293589,train2014
173631,train2014
98121,train2014
98127,train2014
173632,train2014
167671,train2014
25385,train2014
167675,train2014
266756,train2014
572572,train2014
2184,train2014
173634,train2014
449657,train2014
209394,train2014
533454,train2014
292183,train2014
262465,train2014
262463,train2014
30911,train2014
57647,train2014
176462,train2014
467594,train2014
301187,train2014
30915,train2014
309404,train2014
52168,train2014
309406,train2014
222686,train2014
138999,train2014
222688,train2014
371814,train2014
309409,train2014
227066,train2014
301232,train2014
304601,train2014
304603,train2014
534866,train2014
534867,train2014
304608,train2014
345541,train2014
475578,train2014
357228,train2014
345549,train2014
380457,train2014
251630,train2014
357220,train2014
552389,train2014
193634,train2014
458453,train2014
424171,train2014
402820,train2014
17153,train2014
402829,train2014
343257,train2014
343256,train2014
517213,train2014
509620,train2014
347948,train2014
509626,train2014
386864,train2014
93809,train2014
221889,train2014
221888,train2014
265161,train2014
265167,train2014
204940,train2014
221880,train2014
221883,train2014
351948,train2014
107716,train2014
473506,train2014
473503,train2014
380429,train2014
534247,train2014
328161,train2014
380420,train2014
104564,train2014
471905,train2014
520112,train2014
271385,train2014
471900,train2014
9774,train2014
271388,train2014
9771,train2014
24169,train2014
528344,train2014
528345,train2014
187473,train2014
39958,train2014
376457,train2014
223761,train2014
341047,train2014
110718,train2014
437776,train2014
334139,train2014
437774,train2014
334135,train2014
331324,train2014
376422,train2014
71984,train2014
516168,train2014
265781,train2014
344703,train2014
344705,train2014
136832,train2014
136835,train2014
121709,train2014
136836,train2014
288039,train2014
375220,train2014
375226,train2014
487228,train2014
569203,train2014
567665,train2014
180670,train2014
464812,train2014
481971,train2014
288317,train2014
481974,train2014
275263,train2014
347051,train2014
247319,train2014
347055,train2014
247318,train2014
442178,train2014
342660,train2014
553236,train2014
565756,train2014
491606,train2014
442174,train2014
562523,train2014
220864,train2014
170119,train2014
521649,train2014
440998,train2014
91188,train2014
332781,train2014
183386,train2014
332782,train2014
109872,train2014
229507,train2014
264781,train2014
59979,train2014
445745,train2014
228678,train2014
361755,train2014
228677,train2014
228671,train2014
228673,train2014
433297,train2014
433296,train2014
370479,train2014
330499,train2014
280122,train2014
147718,train2014
553586,train2014
553587,train2014
375481,train2014
91234,train2014
225330,train2014
115299,train2014
115296,train2014
143416,train2014
34181,train2014
430925,train2014
374575,train2014
115291,train2014
145718,train2014
180129,train2014
66041,train2014
180123,train2014
338370,train2014
181837,train2014
225931,train2014
23249,train2014
132688,train2014
359360,train2014
23245,train2014
450904,train2014
101720,train2014
359364,train2014
359365,train2014
136300,train2014
374680,train2014
87928,train2014
441480,train2014
308722,train2014
563692,train2014
194694,train2014
279726,train2014
206837,train2014
194698,train2014
449104,train2014
392330,train2014
130681,train2014
276716,train2014
276711,train2014
130685,train2014
377864,train2014
456422,train2014
441734,train2014
446108,train2014
72518,train2014
72519,train2014
405041,train2014
448856,train2014
563340,train2014
563342,train2014
279899,train2014
92760,train2014
397678,train2014
119966,train2014
397675,train2014
397673,train2014
32727,train2014
32720,train2014
407751,train2014
392480,train2014
230997,train2014
336426,train2014
182411,train2014
334491,train2014
346839,train2014
235862,train2014
151466,train2014
124132,train2014
452650,train2014
376864,train2014
125662,train2014
121560,train2014
125667,train2014
391682,train2014
313757,train2014
391686,train2014
546002,train2014
75898,train2014
270716,train2014
270715,train2014
134302,train2014
184718,train2014
315348,train2014
134309,train2014
281583,train2014
123751,train2014
281586,train2014
454372,train2014
558132,train2014
558134,train2014
556660,train2014
452439,train2014
513274,train2014
322615,train2014
321491,train2014
455427,train2014
321493,train2014
556669,train2014
321495,train2014
321494,train2014
249543,train2014
84386,train2014
281052,train2014
208597,train2014
403830,train2014
249549,train2014
403837,train2014
403834,train2014
38548,train2014
327262,train2014
136849,train2014
315691,train2014
457481,train2014
439995,train2014
439991,train2014
439992,train2014
362475,train2014
442901,train2014
5383,train2014
538744,train2014
329399,train2014
33094,train2014
573958,train2014
329394,train2014
33091,train2014
33093,train2014
358079,train2014
524131,train2014
524130,train2014
324513,train2014
554742,train2014
547752,train2014
350940,train2014
237077,train2014
360831,train2014
85657,train2014
128166,train2014
128167,train2014
450281,train2014
44209,train2014
36110,train2014
44204,train2014
146436,train2014
85659,train2014
203210,train2014
41528,train2014
484912,train2014
552966,train2014
203216,train2014
552962,train2014
419387,train2014
456996,train2014
419384,train2014
218513,train2014
129415,train2014
551763,train2014
321140,train2014
314561,train2014
314565,train2014
137824,train2014
61007,train2014
316631,train2014
316636,train2014
405862,train2014
352143,train2014
352142,train2014
352145,train2014
405864,train2014
365267,train2014
462767,train2014
270166,train2014
365261,train2014
325648,train2014
557219,train2014
174176,train2014
159993,train2014
407037,train2014
325646,train2014
325647,train2014
89921,train2014
77432,train2014
233319,train2014
395768,train2014
108865,train2014
395765,train2014
395766,train2014
71796,train2014
399220,train2014
71792,train2014
539055,train2014
30010,train2014
8055,train2014
317460,train2014
394415,train2014
161384,train2014
8058,train2014
120491,train2014
502894,train2014
206198,train2014
574722,train2014
152099,train2014
206196,train2014
206192,train2014
360165,train2014
86678,train2014
86676,train2014
86677,train2014
44977,train2014
414675,train2014
549599,train2014
226528,train2014
226527,train2014
242458,train2014
217226,train2014
226524,train2014
126647,train2014
217221,train2014
491910,train2014
202463,train2014
242090,train2014
245105,train2014
155194,train2014
126288,train2014
397999,train2014
461521,train2014
461524,train2014
159634,train2014
354429,train2014
354427,train2014
522269,train2014
294667,train2014
208834,train2014
266633,train2014
1924,train2014
266631,train2014
207828,train2014
208838,train2014
503274,train2014
261069,train2014
3270,train2014
241372,train2014
492754,train2014
261064,train2014
13650,train2014
192120,train2014
287041,train2014
124899,train2014
312631,train2014
160337,train2014
124893,train2014
89212,train2014
439171,train2014
11244,train2014
439178,train2014
273850,train2014
5809,train2014
256884,train2014
449840,train2014
406075,train2014
406074,train2014
449847,train2014
16027,train2014
60274,train2014
397337,train2014
64794,train2014
575929,train2014
116376,train2014
575922,train2014
17376,train2014
52365,train2014
94340,train2014
215488,train2014
215481,train2014
410245,train2014
503856,train2014
11791,train2014
11794,train2014
424370,train2014
463966,train2014
521697,train2014
214280,train2014
155448,train2014
497989,train2014
493407,train2014
306848,train2014
257821,train2014
493408,train2014
490665,train2014
118369,train2014
281562,train2014
260336,train2014
401416,train2014
499584,train2014
195472,train2014
405246,train2014
578521,train2014
405527,train2014
578523,train2014
559306,train2014
166874,train2014
485631,train2014
458124,train2014
166871,train2014
162559,train2014
162558,train2014
488002,train2014
518455,train2014
162551,train2014
10683,train2014
53091,train2014
357301,train2014
95430,train2014
486571,train2014
305390,train2014
305393,train2014
424991,train2014
42196,train2014
269116,train2014
548965,train2014
203847,train2014
391896,train2014
455945,train2014
578295,train2014
578294,train2014
478351,train2014
368116,train2014
190921,train2014
53546,train2014
564573,train2014
10539,train2014
564570,train2014
118989,train2014
90146,train2014
121000,train2014
571125,train2014
367321,train2014
560262,train2014
539173,train2014
152253,train2014
539174,train2014
506988,train2014
528929,train2014
19227,train2014
21469,train2014
8884,train2014
45617,train2014
48263,train2014
310091,train2014
211678,train2014
48267,train2014
310092,train2014
20599,train2014
251872,train2014
542936,train2014
44569,train2014
426261,train2014
158923,train2014
160028,train2014
68656,train2014
68657,train2014
543084,train2014
192903,train2014
512157,train2014
447476,train2014
178285,train2014
168563,train2014
415629,train2014
209971,train2014
447479,train2014
243446,train2014
54013,train2014
58572,train2014
28462,train2014
538223,train2014
280087,train2014
565220,train2014
302372,train2014
151757,train2014
45446,train2014
1589,train2014
570297,train2014
570295,train2014
34151,train2014
1580,train2014
1586,train2014
252994,train2014
144608,train2014
143655,train2014
229885,train2014
115056,train2014
183401,train2014
246539,train2014
188151,train2014
237425,train2014
170990,train2014
178751,train2014
288703,train2014
178754,train2014
280551,train2014
433900,train2014
280554,train2014
172889,train2014
161776,train2014
59194,train2014
306069,train2014
161771,train2014
507166,train2014
156406,train2014
129359,train2014
156404,train2014
156405,train2014
540575,train2014
507168,train2014
23735,train2014
28287,train2014
23737,train2014
242712,train2014
217143,train2014
186952,train2014
282431,train2014
256643,train2014
169217,train2014
351322,train2014
338321,train2014
51793,train2014
61488,train2014
59220,train2014
532543,train2014
303020,train2014
303022,train2014
355438,train2014
413757,train2014
413754,train2014
507293,train2014
95397,train2014
502665,train2014
221293,train2014
92165,train2014
73626,train2014
417660,train2014
445832,train2014
266571,train2014
377211,train2014
166467,train2014
166465,train2014
196104,train2014
166463,train2014
8311,train2014
78900,train2014
166468,train2014
98629,train2014
475804,train2014
56416,train2014
475808,train2014
389152,train2014
504191,train2014
389150,train2014
9929,train2014
110530,train2014
107935,train2014
336910,train2014
251229,train2014
117542,train2014
144951,train2014
55859,train2014
220655,train2014
220654,train2014
112707,train2014
220651,train2014
189153,train2014
166794,train2014
166797,train2014
430763,train2014
166798,train2014
509049,train2014
113393,train2014
230707,train2014
263901,train2014
331955,train2014
331954,train2014
350059,train2014
464271,train2014
354746,train2014
336919,train2014
186881,train2014
186880,train2014
498840,train2014
342005,train2014
253805,train2014
253430,train2014
516931,train2014
308968,train2014
296377,train2014
395314,train2014
261503,train2014
75308,train2014
75309,train2014
505477,train2014
346938,train2014
75305,train2014
139915,train2014
153861,train2014
300321,train2014
225516,train2014
152914,train2014
481326,train2014
447999,train2014
412901,train2014
334103,train2014
165847,train2014
297011,train2014
386127,train2014
297018,train2014
578884,train2014
252859,train2014
387299,train2014
408333,train2014
265080,train2014
387295,train2014
72995,train2014
329150,train2014
265084,train2014
329152,train2014
535099,train2014
508741,train2014
474049,train2014
36755,train2014
36757,train2014
25192,train2014
431410,train2014
377609,train2014
332217,train2014
470977,train2014
470976,train2014
470970,train2014
222726,train2014
435492,train2014
53931,train2014
340698,train2014
340699,train2014
