image_ids,image_urls
538809,http://images.cocodataset.org/train2014/COCO_train2014_000000538809.jpg
467909,http://images.cocodataset.org/train2014/COCO_train2014_000000467909.jpg
538805,http://images.cocodataset.org/train2014/COCO_train2014_000000538805.jpg
332013,http://images.cocodataset.org/train2014/COCO_train2014_000000332013.jpg
332015,http://images.cocodataset.org/train2014/COCO_train2014_000000332015.jpg
469934,http://images.cocodataset.org/train2014/COCO_train2014_000000469934.jpg
310021,http://images.cocodataset.org/train2014/COCO_train2014_000000310021.jpg
20515,http://images.cocodataset.org/train2014/COCO_train2014_000000020515.jpg
20517,http://images.cocodataset.org/train2014/COCO_train2014_000000020517.jpg
509933,http://images.cocodataset.org/train2014/COCO_train2014_000000509933.jpg
199150,http://images.cocodataset.org/train2014/COCO_train2014_000000199150.jpg
260040,http://images.cocodataset.org/train2014/COCO_train2014_000000260040.jpg
206363,http://images.cocodataset.org/train2014/COCO_train2014_000000206363.jpg
496429,http://images.cocodataset.org/train2014/COCO_train2014_000000496429.jpg
555715,http://images.cocodataset.org/train2014/COCO_train2014_000000555715.jpg
195343,http://images.cocodataset.org/train2014/COCO_train2014_000000195343.jpg
195345,http://images.cocodataset.org/train2014/COCO_train2014_000000195345.jpg
198119,http://images.cocodataset.org/train2014/COCO_train2014_000000198119.jpg
278230,http://images.cocodataset.org/train2014/COCO_train2014_000000278230.jpg
269199,http://images.cocodataset.org/train2014/COCO_train2014_000000269199.jpg
198112,http://images.cocodataset.org/train2014/COCO_train2014_000000198112.jpg
99671,http://images.cocodataset.org/train2014/COCO_train2014_000000099671.jpg
290072,http://images.cocodataset.org/train2014/COCO_train2014_000000290072.jpg
301644,http://images.cocodataset.org/train2014/COCO_train2014_000000301644.jpg
448077,http://images.cocodataset.org/train2014/COCO_train2014_000000448077.jpg
301648,http://images.cocodataset.org/train2014/COCO_train2014_000000301648.jpg
301649,http://images.cocodataset.org/train2014/COCO_train2014_000000301649.jpg
57849,http://images.cocodataset.org/train2014/COCO_train2014_000000057849.jpg
471473,http://images.cocodataset.org/train2014/COCO_train2014_000000471473.jpg
263639,http://images.cocodataset.org/train2014/COCO_train2014_000000263639.jpg
397986,http://images.cocodataset.org/train2014/COCO_train2014_000000397986.jpg
471470,http://images.cocodataset.org/train2014/COCO_train2014_000000471470.jpg
95124,http://images.cocodataset.org/train2014/COCO_train2014_000000095124.jpg
63238,http://images.cocodataset.org/train2014/COCO_train2014_000000063238.jpg
95123,http://images.cocodataset.org/train2014/COCO_train2014_000000095123.jpg
147333,http://images.cocodataset.org/train2014/COCO_train2014_000000147333.jpg
58397,http://images.cocodataset.org/train2014/COCO_train2014_000000058397.jpg
11349,http://images.cocodataset.org/train2014/COCO_train2014_000000011349.jpg
158899,http://images.cocodataset.org/train2014/COCO_train2014_000000158899.jpg
565444,http://images.cocodataset.org/train2014/COCO_train2014_000000565444.jpg
565446,http://images.cocodataset.org/train2014/COCO_train2014_000000565446.jpg
565447,http://images.cocodataset.org/train2014/COCO_train2014_000000565447.jpg
8809,http://images.cocodataset.org/train2014/COCO_train2014_000000008809.jpg
223870,http://images.cocodataset.org/train2014/COCO_train2014_000000223870.jpg
223871,http://images.cocodataset.org/train2014/COCO_train2014_000000223871.jpg
179405,http://images.cocodataset.org/train2014/COCO_train2014_000000179405.jpg
30841,http://images.cocodataset.org/train2014/COCO_train2014_000000030841.jpg
289833,http://images.cocodataset.org/train2014/COCO_train2014_000000289833.jpg
109363,http://images.cocodataset.org/train2014/COCO_train2014_000000109363.jpg
179408,http://images.cocodataset.org/train2014/COCO_train2014_000000179408.jpg
34343,http://images.cocodataset.org/train2014/COCO_train2014_000000034343.jpg
529322,http://images.cocodataset.org/train2014/COCO_train2014_000000529322.jpg
444583,http://images.cocodataset.org/train2014/COCO_train2014_000000444583.jpg
106499,http://images.cocodataset.org/train2014/COCO_train2014_000000106499.jpg
324915,http://images.cocodataset.org/train2014/COCO_train2014_000000324915.jpg
106635,http://images.cocodataset.org/train2014/COCO_train2014_000000106635.jpg
368448,http://images.cocodataset.org/train2014/COCO_train2014_000000368448.jpg
288127,http://images.cocodataset.org/train2014/COCO_train2014_000000288127.jpg
30462,http://images.cocodataset.org/train2014/COCO_train2014_000000030462.jpg
555711,http://images.cocodataset.org/train2014/COCO_train2014_000000555711.jpg
136721,http://images.cocodataset.org/train2014/COCO_train2014_000000136721.jpg
149422,http://images.cocodataset.org/train2014/COCO_train2014_000000149422.jpg
149423,http://images.cocodataset.org/train2014/COCO_train2014_000000149423.jpg
433366,http://images.cocodataset.org/train2014/COCO_train2014_000000433366.jpg
149429,http://images.cocodataset.org/train2014/COCO_train2014_000000149429.jpg
330524,http://images.cocodataset.org/train2014/COCO_train2014_000000330524.jpg
374049,http://images.cocodataset.org/train2014/COCO_train2014_000000374049.jpg
273324,http://images.cocodataset.org/train2014/COCO_train2014_000000273324.jpg
58161,http://images.cocodataset.org/train2014/COCO_train2014_000000058161.jpg
268150,http://images.cocodataset.org/train2014/COCO_train2014_000000268150.jpg
111262,http://images.cocodataset.org/train2014/COCO_train2014_000000111262.jpg
263094,http://images.cocodataset.org/train2014/COCO_train2014_000000263094.jpg
220053,http://images.cocodataset.org/train2014/COCO_train2014_000000220053.jpg
263098,http://images.cocodataset.org/train2014/COCO_train2014_000000263098.jpg
92696,http://images.cocodataset.org/train2014/COCO_train2014_000000092696.jpg
92694,http://images.cocodataset.org/train2014/COCO_train2014_000000092694.jpg
107351,http://images.cocodataset.org/train2014/COCO_train2014_000000107351.jpg
92691,http://images.cocodataset.org/train2014/COCO_train2014_000000092691.jpg
107353,http://images.cocodataset.org/train2014/COCO_train2014_000000107353.jpg
412406,http://images.cocodataset.org/train2014/COCO_train2014_000000412406.jpg
24518,http://images.cocodataset.org/train2014/COCO_train2014_000000024518.jpg
335090,http://images.cocodataset.org/train2014/COCO_train2014_000000335090.jpg
335092,http://images.cocodataset.org/train2014/COCO_train2014_000000335092.jpg
335093,http://images.cocodataset.org/train2014/COCO_train2014_000000335093.jpg
4508,http://images.cocodataset.org/train2014/COCO_train2014_000000004508.jpg
23158,http://images.cocodataset.org/train2014/COCO_train2014_000000023158.jpg
95854,http://images.cocodataset.org/train2014/COCO_train2014_000000095854.jpg
446565,http://images.cocodataset.org/train2014/COCO_train2014_000000446565.jpg
1507,http://images.cocodataset.org/train2014/COCO_train2014_000000001507.jpg
650,http://images.cocodataset.org/train2014/COCO_train2014_000000000650.jpg
1505,http://images.cocodataset.org/train2014/COCO_train2014_000000001505.jpg
136093,http://images.cocodataset.org/train2014/COCO_train2014_000000136093.jpg
136092,http://images.cocodataset.org/train2014/COCO_train2014_000000136092.jpg
505903,http://images.cocodataset.org/train2014/COCO_train2014_000000505903.jpg
659,http://images.cocodataset.org/train2014/COCO_train2014_000000000659.jpg
341996,http://images.cocodataset.org/train2014/COCO_train2014_000000341996.jpg
569505,http://images.cocodataset.org/train2014/COCO_train2014_000000569505.jpg
344319,http://images.cocodataset.org/train2014/COCO_train2014_000000344319.jpg
228965,http://images.cocodataset.org/train2014/COCO_train2014_000000228965.jpg
507212,http://images.cocodataset.org/train2014/COCO_train2014_000000507212.jpg
507215,http://images.cocodataset.org/train2014/COCO_train2014_000000507215.jpg
299802,http://images.cocodataset.org/train2014/COCO_train2014_000000299802.jpg
443056,http://images.cocodataset.org/train2014/COCO_train2014_000000443056.jpg
443057,http://images.cocodataset.org/train2014/COCO_train2014_000000443057.jpg
369712,http://images.cocodataset.org/train2014/COCO_train2014_000000369712.jpg
148292,http://images.cocodataset.org/train2014/COCO_train2014_000000148292.jpg
28171,http://images.cocodataset.org/train2014/COCO_train2014_000000028171.jpg
549447,http://images.cocodataset.org/train2014/COCO_train2014_000000549447.jpg
197236,http://images.cocodataset.org/train2014/COCO_train2014_000000197236.jpg
197237,http://images.cocodataset.org/train2014/COCO_train2014_000000197237.jpg
151287,http://images.cocodataset.org/train2014/COCO_train2014_000000151287.jpg
151282,http://images.cocodataset.org/train2014/COCO_train2014_000000151282.jpg
79471,http://images.cocodataset.org/train2014/COCO_train2014_000000079471.jpg
91926,http://images.cocodataset.org/train2014/COCO_train2014_000000091926.jpg
91928,http://images.cocodataset.org/train2014/COCO_train2014_000000091928.jpg
549442,http://images.cocodataset.org/train2014/COCO_train2014_000000549442.jpg
382887,http://images.cocodataset.org/train2014/COCO_train2014_000000382887.jpg
382881,http://images.cocodataset.org/train2014/COCO_train2014_000000382881.jpg
225828,http://images.cocodataset.org/train2014/COCO_train2014_000000225828.jpg
56499,http://images.cocodataset.org/train2014/COCO_train2014_000000056499.jpg
221565,http://images.cocodataset.org/train2014/COCO_train2014_000000221565.jpg
490168,http://images.cocodataset.org/train2014/COCO_train2014_000000490168.jpg
18041,http://images.cocodataset.org/train2014/COCO_train2014_000000018041.jpg
475881,http://images.cocodataset.org/train2014/COCO_train2014_000000475881.jpg
205590,http://images.cocodataset.org/train2014/COCO_train2014_000000205590.jpg
472357,http://images.cocodataset.org/train2014/COCO_train2014_000000472357.jpg
477958,http://images.cocodataset.org/train2014/COCO_train2014_000000477958.jpg
280310,http://images.cocodataset.org/train2014/COCO_train2014_000000280310.jpg
442612,http://images.cocodataset.org/train2014/COCO_train2014_000000442612.jpg
24264,http://images.cocodataset.org/train2014/COCO_train2014_000000024264.jpg
130440,http://images.cocodataset.org/train2014/COCO_train2014_000000130440.jpg
528165,http://images.cocodataset.org/train2014/COCO_train2014_000000528165.jpg
51717,http://images.cocodataset.org/train2014/COCO_train2014_000000051717.jpg
51716,http://images.cocodataset.org/train2014/COCO_train2014_000000051716.jpg
181322,http://images.cocodataset.org/train2014/COCO_train2014_000000181322.jpg
32699,http://images.cocodataset.org/train2014/COCO_train2014_000000032699.jpg
101211,http://images.cocodataset.org/train2014/COCO_train2014_000000101211.jpg
360665,http://images.cocodataset.org/train2014/COCO_train2014_000000360665.jpg
101215,http://images.cocodataset.org/train2014/COCO_train2014_000000101215.jpg
156151,http://images.cocodataset.org/train2014/COCO_train2014_000000156151.jpg
61400,http://images.cocodataset.org/train2014/COCO_train2014_000000061400.jpg
61403,http://images.cocodataset.org/train2014/COCO_train2014_000000061403.jpg
497572,http://images.cocodataset.org/train2014/COCO_train2014_000000497572.jpg
343849,http://images.cocodataset.org/train2014/COCO_train2014_000000343849.jpg
343847,http://images.cocodataset.org/train2014/COCO_train2014_000000343847.jpg
308034,http://images.cocodataset.org/train2014/COCO_train2014_000000308034.jpg
497579,http://images.cocodataset.org/train2014/COCO_train2014_000000497579.jpg
332833,http://images.cocodataset.org/train2014/COCO_train2014_000000332833.jpg
513174,http://images.cocodataset.org/train2014/COCO_train2014_000000513174.jpg
332836,http://images.cocodataset.org/train2014/COCO_train2014_000000332836.jpg
372058,http://images.cocodataset.org/train2014/COCO_train2014_000000372058.jpg
537944,http://images.cocodataset.org/train2014/COCO_train2014_000000537944.jpg
509114,http://images.cocodataset.org/train2014/COCO_train2014_000000509114.jpg
509115,http://images.cocodataset.org/train2014/COCO_train2014_000000509115.jpg
536095,http://images.cocodataset.org/train2014/COCO_train2014_000000536095.jpg
509110,http://images.cocodataset.org/train2014/COCO_train2014_000000509110.jpg
395241,http://images.cocodataset.org/train2014/COCO_train2014_000000395241.jpg
104191,http://images.cocodataset.org/train2014/COCO_train2014_000000104191.jpg
130192,http://images.cocodataset.org/train2014/COCO_train2014_000000130192.jpg
285149,http://images.cocodataset.org/train2014/COCO_train2014_000000285149.jpg
198930,http://images.cocodataset.org/train2014/COCO_train2014_000000198930.jpg
254292,http://images.cocodataset.org/train2014/COCO_train2014_000000254292.jpg
78986,http://images.cocodataset.org/train2014/COCO_train2014_000000078986.jpg
253222,http://images.cocodataset.org/train2014/COCO_train2014_000000253222.jpg
140761,http://images.cocodataset.org/train2014/COCO_train2014_000000140761.jpg
140762,http://images.cocodataset.org/train2014/COCO_train2014_000000140762.jpg
376919,http://images.cocodataset.org/train2014/COCO_train2014_000000376919.jpg
75963,http://images.cocodataset.org/train2014/COCO_train2014_000000075963.jpg
448343,http://images.cocodataset.org/train2014/COCO_train2014_000000448343.jpg
75965,http://images.cocodataset.org/train2014/COCO_train2014_000000075965.jpg
27352,http://images.cocodataset.org/train2014/COCO_train2014_000000027352.jpg
221578,http://images.cocodataset.org/train2014/COCO_train2014_000000221578.jpg
85272,http://images.cocodataset.org/train2014/COCO_train2014_000000085272.jpg
429980,http://images.cocodataset.org/train2014/COCO_train2014_000000429980.jpg
550237,http://images.cocodataset.org/train2014/COCO_train2014_000000550237.jpg
550235,http://images.cocodataset.org/train2014/COCO_train2014_000000550235.jpg
520220,http://images.cocodataset.org/train2014/COCO_train2014_000000520220.jpg
345194,http://images.cocodataset.org/train2014/COCO_train2014_000000345194.jpg
409066,http://images.cocodataset.org/train2014/COCO_train2014_000000409066.jpg
409064,http://images.cocodataset.org/train2014/COCO_train2014_000000409064.jpg
444872,http://images.cocodataset.org/train2014/COCO_train2014_000000444872.jpg
333126,http://images.cocodataset.org/train2014/COCO_train2014_000000333126.jpg
139372,http://images.cocodataset.org/train2014/COCO_train2014_000000139372.jpg
563264,http://images.cocodataset.org/train2014/COCO_train2014_000000563264.jpg
389264,http://images.cocodataset.org/train2014/COCO_train2014_000000389264.jpg
295838,http://images.cocodataset.org/train2014/COCO_train2014_000000295838.jpg
295836,http://images.cocodataset.org/train2014/COCO_train2014_000000295836.jpg
166713,http://images.cocodataset.org/train2014/COCO_train2014_000000166713.jpg
295834,http://images.cocodataset.org/train2014/COCO_train2014_000000295834.jpg
166716,http://images.cocodataset.org/train2014/COCO_train2014_000000166716.jpg
472827,http://images.cocodataset.org/train2014/COCO_train2014_000000472827.jpg
472823,http://images.cocodataset.org/train2014/COCO_train2014_000000472823.jpg
39789,http://images.cocodataset.org/train2014/COCO_train2014_000000039789.jpg
270922,http://images.cocodataset.org/train2014/COCO_train2014_000000270922.jpg
531474,http://images.cocodataset.org/train2014/COCO_train2014_000000531474.jpg
101968,http://images.cocodataset.org/train2014/COCO_train2014_000000101968.jpg
391351,http://images.cocodataset.org/train2014/COCO_train2014_000000391351.jpg
376377,http://images.cocodataset.org/train2014/COCO_train2014_000000376377.jpg
101960,http://images.cocodataset.org/train2014/COCO_train2014_000000101960.jpg
297544,http://images.cocodataset.org/train2014/COCO_train2014_000000297544.jpg
270925,http://images.cocodataset.org/train2014/COCO_train2014_000000270925.jpg
105247,http://images.cocodataset.org/train2014/COCO_train2014_000000105247.jpg
231889,http://images.cocodataset.org/train2014/COCO_train2014_000000231889.jpg
33124,http://images.cocodataset.org/train2014/COCO_train2014_000000033124.jpg
231881,http://images.cocodataset.org/train2014/COCO_train2014_000000231881.jpg
33126,http://images.cocodataset.org/train2014/COCO_train2014_000000033126.jpg
33127,http://images.cocodataset.org/train2014/COCO_train2014_000000033127.jpg
26007,http://images.cocodataset.org/train2014/COCO_train2014_000000026007.jpg
577351,http://images.cocodataset.org/train2014/COCO_train2014_000000577351.jpg
134639,http://images.cocodataset.org/train2014/COCO_train2014_000000134639.jpg
462955,http://images.cocodataset.org/train2014/COCO_train2014_000000462955.jpg
202583,http://images.cocodataset.org/train2014/COCO_train2014_000000202583.jpg
133369,http://images.cocodataset.org/train2014/COCO_train2014_000000133369.jpg
182005,http://images.cocodataset.org/train2014/COCO_train2014_000000182005.jpg
220615,http://images.cocodataset.org/train2014/COCO_train2014_000000220615.jpg
373821,http://images.cocodataset.org/train2014/COCO_train2014_000000373821.jpg
139958,http://images.cocodataset.org/train2014/COCO_train2014_000000139958.jpg
25325,http://images.cocodataset.org/train2014/COCO_train2014_000000025325.jpg
455334,http://images.cocodataset.org/train2014/COCO_train2014_000000455334.jpg
488857,http://images.cocodataset.org/train2014/COCO_train2014_000000488857.jpg
313459,http://images.cocodataset.org/train2014/COCO_train2014_000000313459.jpg
3579,http://images.cocodataset.org/train2014/COCO_train2014_000000003579.jpg
346425,http://images.cocodataset.org/train2014/COCO_train2014_000000346425.jpg
354391,http://images.cocodataset.org/train2014/COCO_train2014_000000354391.jpg
299394,http://images.cocodataset.org/train2014/COCO_train2014_000000299394.jpg
153202,http://images.cocodataset.org/train2014/COCO_train2014_000000153202.jpg
199326,http://images.cocodataset.org/train2014/COCO_train2014_000000199326.jpg
419019,http://images.cocodataset.org/train2014/COCO_train2014_000000419019.jpg
203188,http://images.cocodataset.org/train2014/COCO_train2014_000000203188.jpg
209125,http://images.cocodataset.org/train2014/COCO_train2014_000000209125.jpg
70602,http://images.cocodataset.org/train2014/COCO_train2014_000000070602.jpg
419013,http://images.cocodataset.org/train2014/COCO_train2014_000000419013.jpg
29794,http://images.cocodataset.org/train2014/COCO_train2014_000000029794.jpg
419017,http://images.cocodataset.org/train2014/COCO_train2014_000000419017.jpg
419015,http://images.cocodataset.org/train2014/COCO_train2014_000000419015.jpg
138027,http://images.cocodataset.org/train2014/COCO_train2014_000000138027.jpg
432119,http://images.cocodataset.org/train2014/COCO_train2014_000000432119.jpg
216038,http://images.cocodataset.org/train2014/COCO_train2014_000000216038.jpg
275565,http://images.cocodataset.org/train2014/COCO_train2014_000000275565.jpg
480502,http://images.cocodataset.org/train2014/COCO_train2014_000000480502.jpg
299024,http://images.cocodataset.org/train2014/COCO_train2014_000000299024.jpg
299026,http://images.cocodataset.org/train2014/COCO_train2014_000000299026.jpg
219778,http://images.cocodataset.org/train2014/COCO_train2014_000000219778.jpg
58601,http://images.cocodataset.org/train2014/COCO_train2014_000000058601.jpg
471731,http://images.cocodataset.org/train2014/COCO_train2014_000000471731.jpg
377473,http://images.cocodataset.org/train2014/COCO_train2014_000000377473.jpg
299029,http://images.cocodataset.org/train2014/COCO_train2014_000000299029.jpg
208459,http://images.cocodataset.org/train2014/COCO_train2014_000000208459.jpg
172925,http://images.cocodataset.org/train2014/COCO_train2014_000000172925.jpg
38668,http://images.cocodataset.org/train2014/COCO_train2014_000000038668.jpg
400818,http://images.cocodataset.org/train2014/COCO_train2014_000000400818.jpg
76608,http://images.cocodataset.org/train2014/COCO_train2014_000000076608.jpg
474373,http://images.cocodataset.org/train2014/COCO_train2014_000000474373.jpg
38663,http://images.cocodataset.org/train2014/COCO_train2014_000000038663.jpg
495733,http://images.cocodataset.org/train2014/COCO_train2014_000000495733.jpg
102734,http://images.cocodataset.org/train2014/COCO_train2014_000000102734.jpg
534637,http://images.cocodataset.org/train2014/COCO_train2014_000000534637.jpg
262407,http://images.cocodataset.org/train2014/COCO_train2014_000000262407.jpg
534633,http://images.cocodataset.org/train2014/COCO_train2014_000000534633.jpg
102739,http://images.cocodataset.org/train2014/COCO_train2014_000000102739.jpg
470462,http://images.cocodataset.org/train2014/COCO_train2014_000000470462.jpg
89631,http://images.cocodataset.org/train2014/COCO_train2014_000000089631.jpg
238639,http://images.cocodataset.org/train2014/COCO_train2014_000000238639.jpg
31788,http://images.cocodataset.org/train2014/COCO_train2014_000000031788.jpg
146725,http://images.cocodataset.org/train2014/COCO_train2014_000000146725.jpg
528151,http://images.cocodataset.org/train2014/COCO_train2014_000000528151.jpg
238630,http://images.cocodataset.org/train2014/COCO_train2014_000000238630.jpg
233623,http://images.cocodataset.org/train2014/COCO_train2014_000000233623.jpg
233627,http://images.cocodataset.org/train2014/COCO_train2014_000000233627.jpg
130286,http://images.cocodataset.org/train2014/COCO_train2014_000000130286.jpg
233625,http://images.cocodataset.org/train2014/COCO_train2014_000000233625.jpg
517485,http://images.cocodataset.org/train2014/COCO_train2014_000000517485.jpg
517487,http://images.cocodataset.org/train2014/COCO_train2014_000000517487.jpg
229172,http://images.cocodataset.org/train2014/COCO_train2014_000000229172.jpg
225458,http://images.cocodataset.org/train2014/COCO_train2014_000000225458.jpg
270912,http://images.cocodataset.org/train2014/COCO_train2014_000000270912.jpg
225455,http://images.cocodataset.org/train2014/COCO_train2014_000000225455.jpg
731,http://images.cocodataset.org/train2014/COCO_train2014_000000000731.jpg
347773,http://images.cocodataset.org/train2014/COCO_train2014_000000347773.jpg
735,http://images.cocodataset.org/train2014/COCO_train2014_000000000735.jpg
40723,http://images.cocodataset.org/train2014/COCO_train2014_000000040723.jpg
439262,http://images.cocodataset.org/train2014/COCO_train2014_000000439262.jpg
441650,http://images.cocodataset.org/train2014/COCO_train2014_000000441650.jpg
375054,http://images.cocodataset.org/train2014/COCO_train2014_000000375054.jpg
370029,http://images.cocodataset.org/train2014/COCO_train2014_000000370029.jpg
89187,http://images.cocodataset.org/train2014/COCO_train2014_000000089187.jpg
496283,http://images.cocodataset.org/train2014/COCO_train2014_000000496283.jpg
439268,http://images.cocodataset.org/train2014/COCO_train2014_000000439268.jpg
226814,http://images.cocodataset.org/train2014/COCO_train2014_000000226814.jpg
563444,http://images.cocodataset.org/train2014/COCO_train2014_000000563444.jpg
226811,http://images.cocodataset.org/train2014/COCO_train2014_000000226811.jpg
132102,http://images.cocodataset.org/train2014/COCO_train2014_000000132102.jpg
137256,http://images.cocodataset.org/train2014/COCO_train2014_000000137256.jpg
132104,http://images.cocodataset.org/train2014/COCO_train2014_000000132104.jpg
272510,http://images.cocodataset.org/train2014/COCO_train2014_000000272510.jpg
205918,http://images.cocodataset.org/train2014/COCO_train2014_000000205918.jpg
492339,http://images.cocodataset.org/train2014/COCO_train2014_000000492339.jpg
144897,http://images.cocodataset.org/train2014/COCO_train2014_000000144897.jpg
355119,http://images.cocodataset.org/train2014/COCO_train2014_000000355119.jpg
296112,http://images.cocodataset.org/train2014/COCO_train2014_000000296112.jpg
326313,http://images.cocodataset.org/train2014/COCO_train2014_000000326313.jpg
326311,http://images.cocodataset.org/train2014/COCO_train2014_000000326311.jpg
520767,http://images.cocodataset.org/train2014/COCO_train2014_000000520767.jpg
253658,http://images.cocodataset.org/train2014/COCO_train2014_000000253658.jpg
325950,http://images.cocodataset.org/train2014/COCO_train2014_000000325950.jpg
457888,http://images.cocodataset.org/train2014/COCO_train2014_000000457888.jpg
325955,http://images.cocodataset.org/train2014/COCO_train2014_000000325955.jpg
325956,http://images.cocodataset.org/train2014/COCO_train2014_000000325956.jpg
520769,http://images.cocodataset.org/train2014/COCO_train2014_000000520769.jpg
170785,http://images.cocodataset.org/train2014/COCO_train2014_000000170785.jpg
47189,http://images.cocodataset.org/train2014/COCO_train2014_000000047189.jpg
170780,http://images.cocodataset.org/train2014/COCO_train2014_000000170780.jpg
503963,http://images.cocodataset.org/train2014/COCO_train2014_000000503963.jpg
84638,http://images.cocodataset.org/train2014/COCO_train2014_000000084638.jpg
284805,http://images.cocodataset.org/train2014/COCO_train2014_000000284805.jpg
109602,http://images.cocodataset.org/train2014/COCO_train2014_000000109602.jpg
15262,http://images.cocodataset.org/train2014/COCO_train2014_000000015262.jpg
87554,http://images.cocodataset.org/train2014/COCO_train2014_000000087554.jpg
87555,http://images.cocodataset.org/train2014/COCO_train2014_000000087555.jpg
109608,http://images.cocodataset.org/train2014/COCO_train2014_000000109608.jpg
173324,http://images.cocodataset.org/train2014/COCO_train2014_000000173324.jpg
523225,http://images.cocodataset.org/train2014/COCO_train2014_000000523225.jpg
15269,http://images.cocodataset.org/train2014/COCO_train2014_000000015269.jpg
424408,http://images.cocodataset.org/train2014/COCO_train2014_000000424408.jpg
303484,http://images.cocodataset.org/train2014/COCO_train2014_000000303484.jpg
39201,http://images.cocodataset.org/train2014/COCO_train2014_000000039201.jpg
334362,http://images.cocodataset.org/train2014/COCO_train2014_000000334362.jpg
527937,http://images.cocodataset.org/train2014/COCO_train2014_000000527937.jpg
203103,http://images.cocodataset.org/train2014/COCO_train2014_000000203103.jpg
177832,http://images.cocodataset.org/train2014/COCO_train2014_000000177832.jpg
407899,http://images.cocodataset.org/train2014/COCO_train2014_000000407899.jpg
35951,http://images.cocodataset.org/train2014/COCO_train2014_000000035951.jpg
31437,http://images.cocodataset.org/train2014/COCO_train2014_000000031437.jpg
228226,http://images.cocodataset.org/train2014/COCO_train2014_000000228226.jpg
228227,http://images.cocodataset.org/train2014/COCO_train2014_000000228227.jpg
298810,http://images.cocodataset.org/train2014/COCO_train2014_000000298810.jpg
171785,http://images.cocodataset.org/train2014/COCO_train2014_000000171785.jpg
298817,http://images.cocodataset.org/train2014/COCO_train2014_000000298817.jpg
16518,http://images.cocodataset.org/train2014/COCO_train2014_000000016518.jpg
401381,http://images.cocodataset.org/train2014/COCO_train2014_000000401381.jpg
398952,http://images.cocodataset.org/train2014/COCO_train2014_000000398952.jpg
449573,http://images.cocodataset.org/train2014/COCO_train2014_000000449573.jpg
16513,http://images.cocodataset.org/train2014/COCO_train2014_000000016513.jpg
170432,http://images.cocodataset.org/train2014/COCO_train2014_000000170432.jpg
406767,http://images.cocodataset.org/train2014/COCO_train2014_000000406767.jpg
406766,http://images.cocodataset.org/train2014/COCO_train2014_000000406766.jpg
131450,http://images.cocodataset.org/train2014/COCO_train2014_000000131450.jpg
505645,http://images.cocodataset.org/train2014/COCO_train2014_000000505645.jpg
373596,http://images.cocodataset.org/train2014/COCO_train2014_000000373596.jpg
512258,http://images.cocodataset.org/train2014/COCO_train2014_000000512258.jpg
127866,http://images.cocodataset.org/train2014/COCO_train2014_000000127866.jpg
100603,http://images.cocodataset.org/train2014/COCO_train2014_000000100603.jpg
527689,http://images.cocodataset.org/train2014/COCO_train2014_000000527689.jpg
69432,http://images.cocodataset.org/train2014/COCO_train2014_000000069432.jpg
100607,http://images.cocodataset.org/train2014/COCO_train2014_000000100607.jpg
397286,http://images.cocodataset.org/train2014/COCO_train2014_000000397286.jpg
424404,http://images.cocodataset.org/train2014/COCO_train2014_000000424404.jpg
154739,http://images.cocodataset.org/train2014/COCO_train2014_000000154739.jpg
82324,http://images.cocodataset.org/train2014/COCO_train2014_000000082324.jpg
240841,http://images.cocodataset.org/train2014/COCO_train2014_000000240841.jpg
469592,http://images.cocodataset.org/train2014/COCO_train2014_000000469592.jpg
224414,http://images.cocodataset.org/train2014/COCO_train2014_000000224414.jpg
493066,http://images.cocodataset.org/train2014/COCO_train2014_000000493066.jpg
240847,http://images.cocodataset.org/train2014/COCO_train2014_000000240847.jpg
494599,http://images.cocodataset.org/train2014/COCO_train2014_000000494599.jpg
491510,http://images.cocodataset.org/train2014/COCO_train2014_000000491510.jpg
478182,http://images.cocodataset.org/train2014/COCO_train2014_000000478182.jpg
193166,http://images.cocodataset.org/train2014/COCO_train2014_000000193166.jpg
348816,http://images.cocodataset.org/train2014/COCO_train2014_000000348816.jpg
21003,http://images.cocodataset.org/train2014/COCO_train2014_000000021003.jpg
249675,http://images.cocodataset.org/train2014/COCO_train2014_000000249675.jpg
249676,http://images.cocodataset.org/train2014/COCO_train2014_000000249676.jpg
78221,http://images.cocodataset.org/train2014/COCO_train2014_000000078221.jpg
373043,http://images.cocodataset.org/train2014/COCO_train2014_000000373043.jpg
373045,http://images.cocodataset.org/train2014/COCO_train2014_000000373045.jpg
4706,http://images.cocodataset.org/train2014/COCO_train2014_000000004706.jpg
4705,http://images.cocodataset.org/train2014/COCO_train2014_000000004705.jpg
43407,http://images.cocodataset.org/train2014/COCO_train2014_000000043407.jpg
4702,http://images.cocodataset.org/train2014/COCO_train2014_000000004702.jpg
240594,http://images.cocodataset.org/train2014/COCO_train2014_000000240594.jpg
287572,http://images.cocodataset.org/train2014/COCO_train2014_000000287572.jpg
86205,http://images.cocodataset.org/train2014/COCO_train2014_000000086205.jpg
400380,http://images.cocodataset.org/train2014/COCO_train2014_000000400380.jpg
69383,http://images.cocodataset.org/train2014/COCO_train2014_000000069383.jpg
172492,http://images.cocodataset.org/train2014/COCO_train2014_000000172492.jpg
172490,http://images.cocodataset.org/train2014/COCO_train2014_000000172490.jpg
501947,http://images.cocodataset.org/train2014/COCO_train2014_000000501947.jpg
201115,http://images.cocodataset.org/train2014/COCO_train2014_000000201115.jpg
